"설치장소명",설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
"수원종합운동장 로얄팰리스",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,,경기도 수원시 장안구 송죽동 389-45,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"수원화성 연무대",문화재,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,,경기도 수원시 팔달구 매향동 3-13,경기도 수원시청,031-228-2299,37.2874562,127.0236232,2018-02-28
"아주대.아주대병원입구",정류장,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 아주로 41-1,경기도 수원시 팔달구 우만동 573-8,경기도 수원시청,031-228-2299,37.2786095,127.0434928,2018-02-28
"서호체육센터",실내,경기도,수원시,기타,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 수성로 120(화서동),경기도 수원시 팔달구 화서동 410-6번지,경기도 수원시청,031-228-2299,37.2842068,126.9867613,2018-02-28
"브솔그룹홈",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 영통구 동탄원천로 1089(매탄동),경기도 수원시 영통구 매탄동 1211-1번지 금성아파트 102-105,경기도 수원시청,031-228-2299,37.267839,127.0551712,2018-02-28
"여민각",문화재,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 팔달로1가 정조로 824,경기도 수원시 팔달구 행궁동 369-2,경기도 수원시청,031-228-2299,37.281814,127.016999,2018-02-28
"수원화성 서장대",문화재,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,,경기도 수원시 팔달구 남창동 55-23,경기도 수원시청,031-228-2299,37.2806678,127.0102793,2018-02-28
"수원화성 동장대",문화재,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 창룡대로103번길 20,경기도 수원시 팔달구 매향동 3-32번지,경기도 수원시청,031-228-2299,37.2884366,127.0229785,2018-02-28
"수원 화성행궁 광장",문화재,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 정조로 825(남창동),경기도 수원시 팔달구 남창동 6-2,경기도 수원시청,031-228-2299,37.281882,127.014393,2018-02-28
"수원화성 창룡문",문화재,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 경수대로 697,경기도 수원시 팔달구 지동 261-1번지,경기도 수원시청,031-228-2299,37.2873692,127.0257523,2018-02-28
"수원역 AK프라자",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 덕영대로 924,경기도 수원시 팔달구 매산로1가 18,경기도 수원시청,031-228-2299,37.2656786,127.0000947,2018-02-28
"매산시장",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 권선로 477,경기도 수원시 팔달구 매산로2가 90,경기도 수원시청,031-228-2299,37.2645721,127.003355,2018-02-28
"팔달문_1",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 정조로 782 팔달문,경기도 수원시 팔달구 팔달로2가 138,경기도 수원시청,031-228-2299,37.2778053,127.0172427,2018-02-28
"팔달문_2-장애처리",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 정조로 789 팔달문,경기도 수원시 팔달구 팔달로2가 112-2,경기도 수원시청,031-228-2299,37.2785659,127.0164942,2018-02-28
"팔달문_3",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 정조로 777 팔달문,경기도 수원시 팔달구 팔달로2가 47-12,경기도 수원시청,031-228-2299,37.2773442,127.016106,2018-02-28
"수원시청역 벽산그랜드코아",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 팔달구 권광로 146(인계동),경기도 수원시 팔달구 인계동 1125-2,경기도 수원시청,031-228-2299,37.2604627,127.0318576,2018-02-28
"수원KT위즈파크 행정동우회관",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 경수대로 893(조원동),경기도 수원시 장안구 조원동 775,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"수원KT위즈파크",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 경수대로 893(조원동),경기도 수원시 장안구 조원동 775,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"수원KT위즈파크 수원종합운동장",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 경수대로 893 수원종합운동장,경기도 수원시 장안구 조원동 775,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"수원KT위즈파크 수원종합운동장",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 경수대로 893 수원종합운동장,경기도 수원시 장안구 조원동 775,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"수원종합운동장 수원시체육회관",정류장,경기도,수원시,교통시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 경수대로 893,경기도 수원시 장안구 조원동 775,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"창룡문, 연무대",정류장,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 경수대로 697,경기도 수원시 팔달구 지동 261-1번지,경기도 수원시청,031-228-2299,37.2873692,127.0257523,2018-02-28
"창룡문",정류장,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 경수대로 698,경기도 수원시 팔달구 우만동 473-5번지,경기도 수원시청,031-228-2299,37.2875383,127.0270379,2018-02-28
"경기대후문.수원박물관",정류장,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2016-05,,경기도 수원시 영통구 이의동 산94-6,경기도 수원시청,031-228-2299,37.3036861,127.0463723,2018-02-28
"경희대정문",정류장,경기도,수원시,교통시설,LGU+,PublicWiFi@Suwon,2016-05,경기도 수원시 영통구 덕영대로 1701,경기도 수원시 영통구 영통동 1024-8,경기도 수원시청,031-228-2299,37.2479893,127.0773384,2018-02-28
"매산로2가 거리_1",거리,경기도,수원시,기타,LGU+,Public WiFi Free,2012-05,경기도 수원시 팔달구 갓매산로 51(매산로2가),경기도 수원시 팔달구 매산로2가 27,경기도 수원시청,031-228-2299,37.2689547,127.0045503,2018-02-28
"매산로2가 거리_2",거리,경기도,수원시,기타,SKT,Public WiFi Free,2012-05,경기도 수원시 팔달구 매산로 26(매산로2가),경기도 수원시 팔달구 매산로2가65-19,경기도 수원시청,031-228-2299,37.2675995,127.0043834,2018-02-28
"서수원버스터미널",실내,경기도,수원시,교통시설,LGU+,Public WiFi Free,2012-05,경기도 수원시 권선구 수인로 291(구운동),경기도 수원시 권선구 구운동 925,경기도 수원시청,031-228-2299,37.2826288,126.9701447,2018-02-28
"수원실내체육관",실내,경기도,수원시,기타,LGU+,Public WiFi Free,2012-05,경기도 수원시 장안구 경수대로 893(조원동),경기도 수원시 장안구 조원1동 775,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"서수원주민편익시설",실내,경기도,수원시,기타,KT,Public WiFi Free,2013-05,경기도 수원시 권선구 매송고색로 620(고색동),경기도 수원시 권선구 고색동 905-19,경기도 수원시청,031-228-2299,37.2477519,126.9729267,2018-02-28
"수원국민체육센터",실내,경기도,수원시,기타,KT,Public WiFi Free,2014-05,경기도 수원시 장안구 경수대로 893(조원동),경기도 수원시 장안구 조원동825,경기도 수원시청,031-228-2299,37.2986095,127.0075568,2018-02-28
"창룡문 안내소",휴게지,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-05,경기도 수원시 팔달구 경수대로 697,경기도 수원시 팔달구 지동 261-1번지,경기도 수원시청,031-228-2299,37.2873692,127.0257523,2018-02-28
"권선1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 경수대로352번길 29(권선동),경기도 수원시 권선구 권선동 1034-5,경기도 수원시청,031-228-2299,37.2577505,127.0246059,2018-02-28
"팔달구청 종합민원실",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 창룡대로 23(매향동),경기도 수원시 팔달구 매향동 49,경기도 수원시청,031-228-2299,37.2826525,127.0200809,2018-02-28
"매교동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 효원로89번길 60(매교동),경기도 수원시 팔달구 매교동 88-1,경기도 수원시청,031-228-2299,37.2685719,127.0142507,2018-02-28
"자혜직업재활센터",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2013-05,경기도 수원시 권선구 수봉로 43(탑동),경기도 수원시 권선구 탑동 516-1,경기도 수원시청,031-228-2299,37.2649664,126.9771594,2018-02-28
"수원청소년문화센터",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 팔달구 권광로 293,경기도 수원시 팔달구 인계동 334-1,경기도 수원시청,031-228-2299,37.2736314,127.0350112,2018-02-28
"니도그룹홈",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 영통구 신남로29번길 7(매탄동),경기도 수원시 영통구 매탄동 231-87번지,경기도 수원시청,031-228-2299,37.2657551,127.0485226,2018-02-28
"인계동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 인계로29번길 6(인계동),경기도 수원시 팔달구 인계동 909-69,경기도 수원시청,031-228-2299,37.2703765,127.0213359,2018-02-28
"매탄2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 매영로39번길 21(매탄동),경기도 수원시 영통구 매탄동 198-99,경기도 수원시청,031-228-2299,37.2701491,127.0474386,2018-02-28
"원천동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 중부대로 339(원천동),경기도 수원시 영통구 원천동 610,경기도 수원시청,031-228-2299,37.2734948,127.0532676,2018-02-28
"정자1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 정자로130번길 20(정자동),경기도 수원시 장안구 정자동 840-96,경기도 수원시청,031-228-2299,37.3022136,126.9912924,2018-02-28
"영화동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 수성로382번길 24(영화동),경기도 수원시 장안구 영화동 250-1,경기도 수원시청,031-228-2299,37.2931631,127.0141019,2018-02-28
"조원2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 송원로 109-50(조원동),경기도 수원시 장안구 조원동 877,경기도 수원시청,031-228-2299,37.3056158,127.0096781,2018-02-28
"세류1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 세류로38번길 10(세류동),경기도 수원시 권선구 세류동 223-2,경기도 수원시청,031-228-2299,37.2621931,127.0079815,2018-02-28
"평동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 평동로76번길 13(평동),경기도 수원시 권선구 평동 35-6,경기도 수원시청,031-228-2299,37.2580592,126.9941698,2018-02-28
"권선구보건소",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 권선구 호매실로 22-50(탑동),경기도 수원시 권선구 탑동 910,경기도 수원시청,031-228-2299,37.2587442,126.9711281,2018-02-28
"상수도사업소",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 장안구 광교산로 119(하광교동),경기도 수원시 장안구 하광교동 416-1,경기도 수원시청,031-228-2299,37.3002211,127.0279268,2018-02-28
"영통사공원",실외,경기도,수원시,기타,KT,Public WiFi Free,2013-05,경기도 수원시 영통구 봉영로 1658(영통동),경기도 수원시 영통구 영통동 1048-3,경기도 수원시청,031-228-2299,37.2578354,127.0780384,2018-02-28
"서수원재활요양병원 로비",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 권선구 오목천로152번길 68,경기도 수원시 권선구 고색동 948,경기도 수원시청,031-228-2299,37.2421052,126.9777344,2018-02-28
"동광원-장애처리",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 팔달구 팔달로173번길 25-5,경기도 수원시 팔달구 화서1동 41-4,경기도 수원시청,031-228-2299,37.2838002,127.0056924,2018-02-28
"호매실도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 권선구 칠보로 169(호매실동),경기도 수원시 권선구 호매실동 1369,경기도 수원시청,031-228-2299,37.2663379,126.9579934,2018-02-28
"일월도서관",실내,경기도,수원시,교육시설,SKT,PublicWiFi@library.Suwon,2016-03,경기도 수원시 장안구 일월천로 77(천천동),경기도 수원시 장안구 천천동 453-1,경기도 수원시청,031-228-2299,37.2868942,126.9777933,2018-02-28
"지동시장 A동",거리,경기도,수원시,편의시설,SKT,Public WiFi Free,2013-05,경기도 수원시 팔달구 팔달문로 19(지동),경기도 수원시 팔달구 지동 402,경기도 수원시청,031-228-2299,37.2778843,127.0196286,2018-02-28
"미나리광시장-장애처리",거리,경기도,수원시,편의시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 팔달구 수원천로264번길 15,경기도 수원시 팔달구 교동 3-11,경기도 수원시청,031-228-2299,37.2771813,127.0202283,2018-02-28
"남문패션1번가시장-장애처리",거리,경기도,수원시,편의시설,KT,Public WiFi Free,2014-05,경기도 수원시 팔달구 정조로 758번길 24(영동),경기도 수원시 팔달구 영동 43-5,경기도 수원시청,031-228-2299,37.2756247,127.0181081,2018-02-28
"마르따의집",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 정자로19번길 18(천천동),경기도 수원시 장안구 천천동 569번지 일성아파트 502-204,경기도 수원시청,031-228-2299,37.3006912,126.979409,2018-02-28
"로뎀요양원",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 권선구 세권로195번길 20-4(권선동),경기도 수원시 권선구 권선동 1048번지,경기도 수원시청,031-228-2299,37.2560454,127.0261024,2018-02-28
"몬띠의집",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 정자로19번길 18,경기도 수원시 장안구 천천동 569번지 일성아파트 505-207,경기도 수원시청,031-228-2299,37.3010913,126.9798059,2018-02-28
"무지개행복한홈스쿨",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 권선구 경수대로 219 2층(세류동),경기도 수원시 권선구 세류동 1151-10,경기도 수원시청,031-228-2299,37.2469609,127.0172357,2018-02-28
"북수원장애인주간보호시설",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 장안구 파장천로44번길 27(파장동),경기도 수원시 장안구 파장동 472-5번지,경기도 수원시청,031-228-2299,37.3089176,126.997374,2018-02-28
"수원시장애인종합복지관",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 영통구 창룡대로 255(이의동),경기도 수원시 영통구 이의동 1088-13,경기도 수원시청,031-228-2299,37.295548,127.0360499,2018-02-28
"수원박물관",실내,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 영통구 창룡대로 265(이의동),경기도 수원시 영통구 이의동 1088-10,경기도 수원시청,031-228-2299,37.2976457,127.0356313,2018-02-28
"수원화성박물관",실내,경기도,수원시,지역문화시설,KT,PublicWiFi@Museum.Suwon,2016-03,경기도 수원시 팔달구 창룡대로 21(매향동),경기도 수원시 팔달구 매향동 49,경기도 수원시청,031-228-2299,37.2825914,127.0189849,2018-02-28
"수원광교박물관",실내,경기도,수원시,지역문화시설,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 영통구 광교로 182,경기도 수원시 영통구 이의동 403-2,경기도 수원시청,031-228-2299,37.2963496,127.0514205,2018-02-28
"태장동 주민센터",민원실,경기도,수원시,관공서,LGU+,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 태장로54번길 10(망포동),경기도 수원시 영통구 망포동 234-43,경기도 수원시청,031-228-2299,37.2388487,127.0516158,2018-02-28
"권선2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 권중로 85(권선동),경기도 수원시 권선구 권선동 1268-2,경기도 수원시청,031-228-2299,37.251323,127.0297122,2018-02-28
"곡선동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 동수원로146번길 174(곡반정동),경기도 수원시 권선구 곡반정동 525,경기도 수원시청,031-228-2299,37.2433172,127.0333291,2018-02-28
"입북동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 입북로 17(입북동),경기도 수원시 권선구 입북동 429-9,경기도 수원시청,031-228-2299,37.293211,126.9595438,2018-02-28
"행궁동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 신풍로23번길 40(신풍동),경기도 수원시 팔달구 신풍동 100,경기도 수원시청,031-228-2299,37.2840483,127.0126478,2018-02-28
"화서다산도서관",실내,경기도,수원시,교육시설,KT,PublicWiFi_Library.Suwon,2016-03,경기도 수원시 팔달구 화양로 68번길 7-35(화서동),경기도 수원시 팔달구 화서동 262,경기도 수원시청,031-228-2299,37.2856456,126.9974289,2018-02-28
"매산동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 매산로 41(매산로2가),경기도 수원시 팔달구 매산로2가 40-30,경기도 수원시청,031-228-2299,37.2687348,127.0056958,2018-02-28
"구세군장애인시설",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 팔달구 정조로644번길 5(매교동),경기도 수원시 팔달구 매교동173-10,경기도 수원시청,031-228-2299,37.2660415,127.0164012,2018-02-28
"서호노인복지관",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 권선구 구운로4번길 34(구운동),경기도 수원시 권선구 구운동 501,경기도 수원시청,031-228-2299,37.2784962,126.9761902,2018-02-28
"장안청소년문화의집",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 장안구 수성로275번길 114,경기도 수원시 장안구 정자2동28-7,경기도 수원시청,031-228-2299,37.2949227,126.999215,2018-02-28
"바다의별",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 장안구 장안로458번길 142(이목동),경기도 수원시 장안구 이목동 23-3,경기도 수원시청,031-228-2299,37.3241677,126.9751558,2018-02-28
"바다의별 직업재활센터",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 장안구 장안로458번길 142(이목동),경기도 수원시 장안구 이목동 23-3,경기도 수원시청,031-228-2299,37.3241677,126.9751558,2018-02-28
"수봉재활원",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 권선구 수봉로 43(탑동),경기도 수원시 권선구 탑동 516-1,경기도 수원시청,031-228-2299,37.2649664,126.9771594,2018-02-28
"우만종합사회복지관",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 팔달구 창룡대로 210번길 13호,경기도 수원시 팔달구 우만1동 301,경기도 수원시청,031-228-2299,37.2926004,127.034041,2018-02-28
"연무사회복지관",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 장안구 창룡대로 151번길 8,경기도 수원시 장안구 연무동 260-34,경기도 수원시청,031-228-2299,37.2917733,127.0266741,2018-02-28
"광교청소년수련관",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 영통구 도청로 17번길 24,경기도 수원시 영통구 이의동 1342,경기도 수원시청,031-228-2299,37.2863978,127.0531865,2018-02-28
"권선청소년수련관",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 권선구 덕영대로 1201번길 42,경기도 수원시 권선구 권선2동 1190,경기도 수원시청,031-228-2299,37.2511479,127.0232602,2018-02-28
"수원시여성문화공간-休",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 권선구 동수원로 224번길 10(권선동),경기도 수원시 권선구 권선동 1311-2,경기도 수원시청,031-228-2299,37.2492998,127.0343732,2018-02-28
"수원시평생학습관",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2014-05,경기도 수원시 팔달구 월드컵로 381번길 2,경기도 수원시 팔달구 우만동 582,경기도 수원시청,031-228-2299,37.2913441,127.0279957,2018-02-28
"수원시근로자종합복지관",실내,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,2014-05,경기도 수원시 장안구 덕영대로 559(천천동),경기도 수원시 장안구 천천동 522번지,경기도 수원시청,031-228-2299,37.2949574,126.9821353,2018-02-28
"경기도여성비전센터",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2014-05,경기도 수원시 팔달구 효원로308번길 34(인계동),경기도 수원시 팔달구 인계동 1129번지,경기도 수원시청,031-228-2299,37.2592547,127.0337239,2018-02-28
"광교종합사회복지관",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 영통구 대학2로 41(이의동),경기도 수원시 영통구 이의동 1259-4번지,경기도 수원시청,031-228-2299,37.2993466,127.0466448,2018-02-28
"늘봄실버밸리요양원",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2015-05,경기도 수원시 권선구 세지로126번길 47-22(권선동),경기도 수원시 권선구 권선동 945-1번지,경기도 수원시청,031-228-2299,37.263103,127.0229347,2018-02-28
"고등동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 고등로 37(고등동),경기도 수원시 팔달구 고등동 153-1,경기도 수원시청,031-228-2299,37.2734564,127.001141,2018-02-28
"화서1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 동말로4번길 10(화서동),경기도 수원시 팔달구 화서동 184-357,경기도 수원시청,031-228-2299,37.2764225,126.9950343,2018-02-28
